Latitude,Longitude,Elevation
-27.636274,27.235905,1407.597290039062
-27.636274,27.235905,1407.597290039062
-27.636274,27.235905,1407.597290039062
-27.636274,27.235905,1407.597290039062
-27.636274,27.235905,1407.597290039062
-27.636274,27.235905,1407.597290039062
-27.636274,27.235905,1407.597290039062
-27.636274,27.235905,1407.597290039062
-27.636274,27.235905,1407.597290039062
-27.636274,27.235905,1407.597290039062
-27.636274,27.235905,1407.597290039062
-27.636274,27.235905,1407.597290039062
-27.636274,27.235905,1407.597290039062
-27.636274,27.235905,1407.597290039062
-27.636274,27.235905,1407.597290039062
-27.636274,27.235905,1407.597290039062
-27.636274,27.235905,1407.597290039062
-27.636274,27.235905,1407.597290039062
-27.636274,27.235905,1407.597290039062
-27.636274,27.235905,1407.597290039062
-27.636274,27.235905,1407.597290039062
